text,health rating,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump WTF! Not enough! She should be in jail! She was offering to pay someone to attempt to harm President Trump! https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons …,0,,,,,,,,,,,,,,,
Y’all won’t let a mf’er smoke loud and cough without asking “oh you got that Rona?!!”,0,,,,,,,,,,,,,,,
"I wonder what would have happened if one of the patients removed their mask & said, “If he’s not wearing one, (cough, sneeze) neither am I.”",0,,,,,,,,,,,,,,,
"Stop being over scientific, surely if you breath cough or sneeze the mask will at least cut down on the spread, nobody is saying its perfect, but at least it curtails the virus from spreading.",1,,,,,,,,,,,,,,,
She couldn’t cough her way in to the White House.,0,,,,,,,,,,,,,,,
"I dont understand. I read that COVID-19, like all coronaviruses, cannot be transmitted from airborne droplets. I read that as soon as someone coughs or sneezes, the droplets fall to the ground. This is how the 6 ft recommendation came.",1,,,,,,,,,,,,,,,
I was mid February and missed two weeks of radiation therapy. STILL feeling the effects. Dry cough. May need my lungs checked.,4,,,,,,,,,,,,,,,
My dog has dried cough twice in an hour. I did just give here this freezed dry food for the 1st time. So maybe it was too dry and have to hydrate it next time. I'm assuming that's why she coughed?,1,,,,,,,,,,,,,,,
What we do with these motor ways infect we need well established hospitals to coop with this pandemic but unfortunately you and your so called Shars has not done any thing about that as their is no large money to looted in it. For your own cough treatment you all go to London.,1,,,,,,,,,,,,,,,
Cough up a lung where I’m from,4,,,,,,,,,,,,,,,
"Honestly, who cares, do you? We’re sick & dying here.",3,,,,,,,,,,,,,,,
"i went back through my Facebook history to find the original time i posted this & it said “codeine” instead of cough syrup, how could i forget that important detail i hate it here",1,,,,,,,,,,,,,,,
"exactly like im starting to think one of the little pricks outside made my mom sick and now she might have corona,,, lol i should go out and cough on these lil fuckers and scare the hell outa them,,, im not buuuuuuuuuuuuuttt i want to as a mean joke",4,,,,,,,,,,,,,,,
Best 3 Stacks versehttps://twitter.com/xxl/status/1255254567341694977 …,1,,,,,,,,,,,,,,,
It’s only the end because someone finished prematurely (cough cough),0,,,,,,,,,,,,,,,
Same here. Every time my allergies act up I freak out. I hope your cough goes away soon!!,4,,,,,,,,,,,,,,,
"Every time I eat ice cream, I cough like I’m on my sixth pack of Marlboro’s for the day.",1,,,,,,,,,,,,,,,
cough on cops,1,,,,,,,,,,,,,,,
cough cough elena gilbert https://twitter.com/ahoyladies/status/1255277020403113984 …,0,,,,,,,,,,,,,,,
Shut up and get your district vaccinated against measles and whooping cough!! Sweep your doorstep first hypocrite!,1,,,,,,,,,,,,,,,
*cough* *cough* Epstein,0,,,,,,,,,,,,,,,
I've got a cough....on my dick.,0,,,,,,,,,,,,,,,
Makes me miss my shepherd I love it,0,,,,,,,,,,,,,,,
at this point hes letting ppl cough in his mouth https://twitter.com/MirrorFootball/status/1255280306611015683 …,0,,,,,,,,,,,,,,,
"Dan and I both had symptoms before we knew there was anything to worry about. Chest pressure, dry cough. I had a low grade fever on and off for 2 weeks and GI stuff. Massachusetts is not doing widespread antibody testing yet.",4,,,,,,,,,,,,,,,
Arthur Morgan be like COUGH COUGH,0,,,,,,,,,,,,,,,
"He emerged from his shadow, who backed away from the disgusting smell. Ash pinched his nose. “Stars… and I thought my father smelled horrid.” He said with a light cough. “Who were these unfortunate souls anyway?”",2,,,,,,,,,,,,,,,
"@RepTedLieu You sir, need to look at your District with outbreaks of Whooping Cough and Measles!!! Please accept the invite to go on Tucker Carlson. Oh wait, you are chicken!! You know not what you are speaking about!!",1,,,,,,,,,,,,,,,
"We read ""Lou's Flu"" and we explained how important is to sneeze and cough properly and safely, and wash our hands for 20 seconds. pic.twitter.com/C6uBKLBTY8 – at Canutillo Elementary",0,,,,,,,,,,,,,,,
Article: https://www.libraryjournal.com?detailStory=An-Open-Letter-to-Other-Library-Directors-Opinion-covid-19libraryjournal.com/?detailStory=A … - An Open Letter to Other Library Directors | Opinion #Library Journal,0,,,,,,,,,,,,,,,
Man Mi.. I’m watching. You can’t just cough or sneeze anyone in the whole of my estate. We are watching you.,1,,,,,,,,,,,,,,,
Wearing a cough mask is wrong just like the majority rule. Yoda and Heisus keep facepalming at your willingness to invite fear to rule your selfish little lief. Cheer up busters.,1,,,,,,,,,,,,,,,
"This was every time I experienced any cough, sneeze, or ache for weeks after my coworker who was scared they had it https://twitter.com/incendavery/status/1255292144279064577 …",4,,,,,,,,,,,,,,,
Ug sa dihang naay naabot nga CVD Bleed nga GCS 8 nga naay bilateral peipheral densities nga naay cough x1 month oraaaaayt,0,,,,,,,,,,,,,,,
A sympathy cough should work. Maybe two. Extends a blind arm her way. Help Bubba. https://twitter.com/ofstubborndixon/status/1255297295676997634 …,1,,,,,,,,,,,,,,,
"This has often been my sickness too. Cough and catarrh, then nebulized because of shortness of breath and I'm not even asthmatic. Nothing more.",4,,,,,,,,,,,,,,,
Public school teacher accused of offering to pay coronavirus-infected people to cough on President Trump has resigned https://www.theblaze.com/news/school-teacher-wishes-trump-coronavirus …,0,,,,,,,,,,,,,,,
cough cough,0,,,,,,,,,,,,,,,
is everybudy doing well? please lets hope so bc is will be bad if u have the cough cough right now. The people the are dieing to the cough cough is the elder poeple the old people so if there are eny more elder with the cough cough please please please pray for them all <3 pray!!,1,,,,,,,,,,,,,,,
"Do you think the inner city of Milwaukee, WI is going to go 14 days without a fever, cough or sneeze? If Governor Pickleball wants to wait for that to happen, Wisconsin will never be open again. The Hood don't heal! It never has. #EndTheShutdown",2,,,,,,,,,,,,,,,
"So, if someone in the community dies with a cough and a fever, it’s recorded as COVID despite never having been confirmed?",1,,,,,,,,,,,,,,,
"When people say ""there's a virus going around""... This is how the virus ""goes"" around! People don't have to cough in each other's eyeballs to spread this. That's the entire point.",1,,,,,,,,,,,,,,,
Cough cough Xbox is better cough cough,0,,,,,,,,,,,,,,,
"Cough cough, have you not seen my snapper",0,,,,,,,,,,,,,,,
"@TuckerCarlson is RIPPING @tedlieu. Whooping cough is rampant in #CA33 ""Lieu is a YAPPY little clown""",0,,,,,,,,,,,,,,,
"Someone who has COVID please cough on a protester Thank you, Everyone",1,,,,,,,,,,,,,,,
"I get so annoyed with all of this shit. Like if you do basic ass stuff you won’t get sick, like idk wash your hands, cover your mouth when you sneeze and cough and just maintain a normal ass distance between people! This is not rocket science people.",1,,,,,,,,,,,,,,,
"Hello bird app, I haven’t said anything to anyone irl except my manager yet but the last couple days I have had a cough & shortness of breath. It could be nothing, maybe I have asthma or something, idk. Of course my brain assumes worst case scenario but I will go to a Dr tomorrow",4,,,,,,,,,,,,,,,
Hmmmmmmmhttps://twitter.com/luvlypjmin/status/1254949586478628864 …,0,,,,,,,,,,,,,,,
"Austen starts telling stories as she cleans. She has a way of making anything funny... or is it just that everything she says makes you smile? You lean your head on her shoulder. “Please never stop being this fun,” you say. A polite cough from the doorway interrupts. Kris.",1,,,,,,,,,,,,,,,
"I'm in quarantine, but the weed man pulls up here I got a hundred packs of backwoods I can spend the next four months here I spent 10K cash, I might cough up both lungs here Filled up on gas and got high, but no stunts here Mask on when I'm outside, drive fast, don't waste time",1,,,,,,,,,,,,,,,
I promise *cough* not really *cough*,0,,,,,,,,,,,,,,,
Unpopular opinion: If @joerogan coughs the #coronavirus and got very sick and almost died... ..... I think more Americans would take it more seriously,1,,,,,,,,,,,,,,,
"Excuse me whilest I cough on you, old man",1,,,,,,,,,,,,,,,
*cough* confederate,0,,,,,,,,,,,,,,,
"99% I did around Christmas. Thought it allergies, cough, felt bad evenings, got wheezie, did my sons inhaler, ran fever couple of evenings then done.",4,,,,,,,,,,,,,,,
"ㅤㅤ ㅤ ㅤ COUGHS. Ini hampir kesedak bacanya. Perkenalkan, ini @youngandrichdab yang sudah berhasil memberi pelet pada si aku. Bercanda. ㅤ ㅤ ㅤㅤ",0,,,,,,,,,,,,,,,
Ah yes the “help I’m being silenced” megaphone of non-marginalised types (cough Milo cough). Social media has really challenged the concept of entitlement (to a platform). Trump would claim to be silenced if he was banned from Twitter.,1,,,,,,,,,,,,,,,
#PresidentPineSol Anyone ignorant enough not to understand sarcasm...If you all had to constantly put up with all the total BS the President has too...Considering ALL US deaths are covid...cough cough AND folks were being killed from the incorrect protocol respirators/ventilators,1,,,,,,,,,,,,,,,
"Me : “ Kiki do you ever think you’re gonna suck dick?” Kiki: “ yeah , I think so. It’s just skin.” Me: “ Mena you suck dick?”... “Big dick?” Mena (my other sister): “ yes , A**** got a big dick.” Me: “ you sucked a white boy’s dick ?” Kiki : “ *coughs* SLAVERY”",0,,,,,,,,,,,,,,,
And so I run to the things they said could restore me restore life the way it should be. I'm waiting for this cough syrup to come down.,4,,,,,,,,,,,,,,,
*cough* East Timor *cough*,0,,,,,,,,,,,,,,,
I’ve had an allergy cough for a few weeks. Gotta love spring. Went in to fill my Rxs because the cough is driving me bugs. So many people gave me a nasty look when I couldn’t hold a cough in anymore. I should wear a sign for the next 5 months. lol #WritingCommunity #allergies,4,,,,,,,,,,,,,,,
Who has said the risk is zero at six feet? No one. The key is what distance is practical to maintain and the risk becomes acceptable. People are also supposed to be coughing or sneezing into their elbows. Who coughs or sneezes directly on others anyway. Common sense counts.,1,,,,,,,,,,,,,,,
I’m sure his handlers will hop him up on stimulants before the debates like they did Hillary so she wouldn’t faint and cough through the debates.,1,,,,,,,,,,,,,,,
"Oh yes, young people are totally immune to the virus. *Coughs* https://twitter.com/briantylercohen/status/1254895165744934915 …",1,,,,,,,,,,,,,,,
*coughs in gay*,0,,,,,,,,,,,,,,,
I am pro-vaccine because my son contracted whooping cough at 2 months because people in my state were lazy...he almost died.,1,,,,,,,,,,,,,,,
All Ima say is my cousin & lil sister who shall remain UNNAMED aint paying attention TOO MUCH @samiam_3 @LilBarbacoa cough cough pic.twitter.com/AxI9rQci4Q,0,,,,,,,,,,,,,,,
"So if someone died of a heart attack due 2 heart disease, and they had a cough, so the doctor 'assumed' they had Corona with no testing.. and the death would be marked as Corona, the cause of death wouldn't be investigated, and I'm supposed 2 take it as truth? I'll pass.",1,,,,,,,,,,,,,,,
"""Would you be comfortable with me not wearing a mask? I mean, no one's really sick here. *coughs* *coughs* *coughs*."" ""Please wear your mask."" pic.twitter.com/X0gsvfYNxX",0,,,,,,,,,,,,,,,
cough up,0,,,,,,,,,,,,,,,
All it takes is for someone to cough on him and there would be a major issue.,0,,,,,,,,,,,,,,,
"I don't know about our DRP, but I can say I was very impressed with BSI's BCP when Corona hit.",0,,,,,,,,,,,,,,,
"Large study of 16749 hospital cases in UK of COVID19, “Most people infected with SARS-CoV-2 have mild or moderate influenza-like illnesses with fever, cough and myalgia, but approximately one in five have illnesses of sufficient severity to warrant hospital admission.” https://twitter.com/kennethbaillie/status/1255201239018725376 …",1,,,,,,,,,,,,,,,
"Anyone hip to the nonsense that spills outta the uber conservative ""think"" tank otherwise known as Prager U, knows that there's not much thinking going on at all in that mf, and isn't surprised by mindless drivel like this. [cough] Candace Owens [cough]. https://twitter.com/prageru/status/1255255227663597571 …",0,,,,,,,,,,,,,,,
My God!!! NOOOO! The mask prevents YOU from spreading droplets to others just in case YOU are asymptomatic but carrying it. It does protect you if someone sneezes or coughs on you,1,,,,,,,,,,,,,,,
*cough cough* racist https://twitter.com/venomizedspidey/status/1255289280064299008 …,0,,,,,,,,,,,,,,,
My throat is sick af... Don't have cough but low temperature.,4,,,,,,,,,,,,,,,
Customers are but much know a days I have an ongoing cough and the keep complaining as to why I’m at work.,4,,,,,,,,,,,,,,,
Coughs**lolbertarian**coughs,0,,,,,,,,,,,,,,,
Lolololololololol when the girl coughs https://youtu.be/Q2XvlngQxpQ,0,,,,,,,,,,,,,,,
"heck yeah no more cough, officially healthy again cynthia for you to enjoy",0,,,,,,,,,,,,,,,
"Yes...but if you have zero symptoms (no cough, no sneezing, and do not normally spit when you talk), and maintain proper social distancing how are you a threat in spreading the virus?",4,,,,,,,,,,,,,,,
*coughs in napoleon*,0,,,,,,,,,,,,,,,
Far cough Haaaaaa Haaaaa That was was to the algorythms..not you.. theres still ways around it,0,,,,,,,,,,,,,,,
